time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
2023-08-03 15:47:32+00:00,,,,,-10.571999549865723,-7.900188446044922,-7.265973091125488,-6.683498859405518,-6.161191940307617,-6.121399879455566,-5.831606864929199,-5.701206684112549,-5.663687229156494,-5.47577428817749,-5.395391941070557,-5.287619113922119,-5.3118486404418945,-5.361579418182373,-5.274935722351074,-5.39801025390625,-5.518282413482666,-5.555267333984375,-5.643040180206299,-5.519465923309326,-5.539698123931885,-5.447255611419678,-5.398698806762695,-5.247768402099609,-5.192514896392822,-5.134164333343506,-5.028121471405029,-4.967727184295654,-4.985734462738037,-4.922189712524414,-4.812920093536377,-4.850067138671875,-4.824546813964844,-4.791309833526611,-4.749552249908447,-4.904678821563721,-4.788118839263916,-4.645136833190918,-4.606881618499756,-5.020464897155762,-4.616987228393555,-4.506256103515625,-4.590703964233398,-4.601596355438232,-4.608193397521973,-4.581686496734619,-4.502871513366699,-4.612457275390625,-4.62634801864624,-4.581392765045166,-4.628110885620117,-4.639578819274902,-4.762653350830078,-4.6470746994018555,-4.863368988037109,-4.635054588317871,-4.473755836486816,-4.650123596191406,-4.609447479248047,-4.6695051193237305,-4.6731157302856445,-4.668285846710205,-4.6595458984375,-4.661646842956543,-4.689269542694092,-4.628780841827393,-4.6038126945495605,-4.6749491691589355,-4.613874435424805,-4.5955657958984375,-4.575794219970703,-4.555912971496582,-4.438168048858643,-4.578310966491699,-4.540135860443115,-4.533755779266357,-4.429874420166016,-4.515915393829346,-4.52017068862915,-4.34957218170166,-4.5857696533203125,-4.500209808349609,-4.452162742614746,-4.444525718688965,-4.402832984924316,-4.422143459320068,-4.311739921569824,-4.085282802581787,-4.1651082038879395,-4.122251510620117,-4.11306619644165,-3.9485836029052734,-3.961862325668335,-4.040064811706543,-3.8153867721557617,-3.6898105144500732,-3.768460750579834,-3.7260329723358154
2023-08-03 16:17:32+00:00,,,,,-10.785783767700195,-8.164698600769043,-7.442692756652832,-6.834360599517822,-6.31662130355835,-6.312870502471924,-5.985489368438721,-5.862445831298828,-5.8542094230651855,-5.620750427246094,-5.544381141662598,-5.498928070068359,-5.505584239959717,-5.645690441131592,-5.471508979797363,-5.53564977645874,-5.61834192276001,-5.6757659912109375,-5.743288040161133,-5.658847332000732,-5.667164325714111,-5.582248687744141,-5.516618251800537,-5.356387615203857,-5.350349426269531,-5.2949748039245605,-5.181748390197754,-5.222691059112549,-5.198279857635498,-5.149182319641113,-5.059178352355957,-5.102447986602783,-5.090885639190674,-5.038187503814697,-4.977701187133789,-4.918036937713623,-5.043010711669922,-4.86336088180542,-4.924370765686035,-4.967133522033691,-4.813455581665039,-4.901907444000244,-4.841348171234131,-4.829833030700684,-4.790714263916016,-4.787243366241455,-4.880758762359619,-4.825716018676758,-4.865032196044922,-4.850288391113281,-4.862382888793945,-4.83323335647583,-4.761206150054932,-4.788393497467041,-4.660873889923096,-4.881289005279541,-4.8693718910217285,-4.869295120239258,-4.993414878845215,-4.938051223754883,-4.861005783081055,-4.967058181762695,-4.94033145904541,-4.952632427215576,-4.916814804077148,-4.9191789627075195,-4.869077205657959,-4.919219493865967,-4.869147300720215,-4.858423233032227,-5.163061141967773,-4.834747791290283,-4.724722862243652,-4.820141315460205,-4.789355278015137,-4.7762017250061035,-4.786635398864746,-4.7125372886657715,-4.715535640716553,-4.659862518310547,-4.699904918670654,-4.732646465301514,-4.565354824066162,-4.594876766204834,-4.558472633361816,-4.570592880249023,-4.374195098876953,-4.275596618652344,-4.130194187164307,-4.343908309936523,-4.4440531730651855,-4.146020412445068,-4.2834343910217285,-4.197579383850098,-4.048343658447266,-3.9972984790802,-3.8198013305664062,-3.9101128578186035
2023-08-03 16:47:32+00:00,,,,,-10.79963493347168,-7.959514141082764,-7.310398101806641,-6.672351837158203,-6.138631343841553,-6.070467472076416,-5.837658405303955,-5.744888782501221,-5.721255302429199,-5.476871967315674,-5.436686992645264,-5.236049175262451,-5.35285758972168,-5.227529048919678,-5.311573505401611,-5.402831554412842,-5.498971462249756,-5.520852088928223,-5.392992973327637,-5.4552998542785645,-5.436958312988281,-5.296451091766357,-5.254446506500244,-5.100938320159912,-5.053032398223877,-5.0214104652404785,-4.946107387542725,-4.9063849449157715,-4.913392543792725,-4.878145217895508,-4.9338579177856445,-4.812673568725586,-4.860398292541504,-4.783856391906738,-4.733829498291016,-4.62369966506958,-4.6248650550842285,-4.519223690032959,-4.672726631164551,-4.356147289276123,-4.537074565887451,-4.629293918609619,-4.549851417541504,-4.507328033447266,-4.576594829559326,-4.570815086364746,-4.682681083679199,-4.611217975616455,-4.651561260223389,-4.612601280212402,-4.645574569702148,-4.661986351013184,-4.687587261199951,-4.6748223304748535,-4.7552170753479,-4.634073257446289,-4.740869045257568,-4.600099086761475,-4.706451892852783,-4.590628623962402,-4.674365520477295,-4.5692644119262695,-4.566312313079834,-4.5881171226501465,-4.674732208251953,-4.5658278465271,-4.5255913734436035,-4.523013114929199,-4.532349109649658,-4.480728626251221,-4.022225379943848,-4.437395095825195,-4.348310470581055,-4.468822002410889,-4.397402763366699,-4.337935447692871,-4.319804668426514,-4.24894380569458,-4.344942092895508,-4.344844818115234,-4.2681169509887695,-4.142312049865723,-4.187281608581543,-4.133634567260742,-3.9742319583892822,-4.029183864593506,-3.933720827102661,-3.6516857147216797,-3.895211935043335,-3.7608726024627686,-3.6506335735321045,-3.5855109691619873,-3.4136061668395996,-3.4758782386779785,-3.370452404022217,-3.3359339237213135,-3.2442450523376465,-3.1659610271453857
2023-08-03 17:17:32+00:00,,,,,-10.900483131408691,-8.079132080078125,-7.387804985046387,-6.728586196899414,-6.208345890045166,-6.2151899337768555,-5.880236625671387,-5.789360523223877,-5.726410865783691,-5.536617279052734,-5.440967082977295,-5.487137794494629,-5.375768661499023,-5.424635410308838,-5.3041582107543945,-5.380573272705078,-5.462477207183838,-5.47644567489624,-5.5189290046691895,-5.442834854125977,-5.430112361907959,-5.364056587219238,-5.29756498336792,-5.13834285736084,-5.086823463439941,-5.059762954711914,-4.971000671386719,-4.9761576652526855,-4.943111896514893,-4.850789546966553,-4.926921367645264,-4.808973789215088,-4.78138542175293,-4.763825416564941,-4.696131706237793,-4.583815574645996,-4.804385662078857,-4.657276630401611,-4.570291042327881,-4.377252578735352,-4.605334281921387,-4.312069892883301,-4.322941303253174,-4.604469299316406,-4.512064456939697,-4.504931926727295,-4.521919250488281,-4.555637836456299,-4.6251397132873535,-4.549225807189941,-4.580407619476318,-4.562659740447998,-4.522561550140381,-4.536280632019043,-4.603701591491699,-4.588366985321045,-4.509649753570557,-4.547603607177734,-4.543917179107666,-4.555395603179932,-4.821420192718506,-4.527671813964844,-4.536529064178467,-4.537833213806152,-4.5978684425354,-4.582954406738281,-4.496560573577881,-4.523792743682861,-4.51993465423584,-4.5361433029174805,-4.311903953552246,-4.535524845123291,-4.470077991485596,-4.494115829467773,-4.453690528869629,-4.440518379211426,-4.362218856811523,-4.281696319580078,-4.441207408905029,-4.393681049346924,-4.385692596435547,-4.339292526245117,-4.352669715881348,-4.293024063110352,-4.264249801635742,-4.314985275268555,-4.21055793762207,-4.037497043609619,-4.276305675506592,-4.028635501861572,-3.9950673580169678,-3.988661050796509,-3.6529734134674072,-3.956245183944702,-3.6722211837768555,-3.3015260696411133,-3.6145942211151123,-3.7938296794891357
2023-08-03 17:47:32+00:00,,,,,-10.76367473602295,-8.092061996459961,-7.4196624755859375,-6.731343746185303,-6.225912570953369,-6.16095495223999,-5.907607078552246,-5.784089088439941,-5.837445259094238,-5.550911903381348,-5.4819183349609375,-5.493129253387451,-5.4327263832092285,-5.479050636291504,-5.417516231536865,-5.447890281677246,-5.558041095733643,-5.602408409118652,-5.518097877502441,-5.577764511108398,-5.59157657623291,-5.49595308303833,-5.472631931304932,-5.315614700317383,-5.266025543212891,-5.245454788208008,-5.21139669418335,-5.170105457305908,-5.135201930999756,-5.090719223022461,-5.0864105224609375,-5.0426201820373535,-5.203236103057861,-4.988236904144287,-4.959643363952637,-4.692906856536865,-4.861227512359619,-4.7801127433776855,-4.826200485229492,-5.60126256942749,-4.776614665985107,-4.710502624511719,-4.74798059463501,-4.724348545074463,-4.69400691986084,-4.732917785644531,-4.808505058288574,-4.740144729614258,-4.751572608947754,-4.768707275390625,-4.760758399963379,-4.74044942855835,-4.5535125732421875,-4.69570779800415,-4.693477630615234,-4.685530185699463,-4.714976787567139,-4.688615322113037,-4.458316802978516,-4.6780900955200195,-4.385257244110107,-4.512913703918457,-4.686618804931641,-4.673840522766113,-4.657285213470459,-4.563194751739502,-4.607122421264648,-4.622544765472412,-4.622074127197266,-4.594581604003906,-4.5670695304870605,-4.521792411804199,-4.5021138191223145,-4.513697147369385,-4.497276306152344,-4.42695951461792,-4.423909664154053,-4.4436445236206055,-4.405745506286621,-4.285004138946533,-4.196938991546631,-4.211735725402832,-4.2178192138671875,-4.1998114585876465,-4.152778625488281,-4.126531600952148,-3.911655902862549,-4.189302921295166,-4.013183116912842,-3.842836380004883,-3.825843572616577,-3.82562255859375,-3.6456968784332275,-3.6035587787628174,-3.650716543197632,-3.53239107131958,-3.395599365234375,-3.3167319297790527
2023-08-03 18:17:32+00:00,,,,,-10.791827201843262,-7.987567901611328,-7.3696513175964355,-6.670467376708984,-6.1745100021362305,-6.1003522872924805,-5.84808349609375,-5.752691268920898,-5.789999008178711,-5.523669242858887,-5.4583587646484375,-5.421591758728027,-5.419258117675781,-5.370777130126953,-5.533777236938477,-5.440751552581787,-5.558091640472412,-5.563892841339111,-5.6101202964782715,-5.495436668395996,-5.499404430389404,-5.397745609283447,-5.349066257476807,-5.168966293334961,-5.112679481506348,-5.082622528076172,-5.0001749992370605,-5.0041375160217285,-4.982254505157471,-4.937189102172852,-4.756520748138428,-4.876211166381836,-4.878071308135986,-4.841631889343262,-4.799300193786621,-4.624006271362305,-4.507887363433838,-4.624606132507324,-4.699991226196289,-4.774032115936279,-4.634017467498779,-4.75386905670166,-4.555010795593262,-4.5638346672058105,-4.547587871551514,-4.5917205810546875,-4.522189617156982,-4.600827217102051,-4.634733200073242,-4.632893085479736,-4.645325660705566,-4.628417015075684,-4.538170337677002,-4.657780170440674,-4.547954559326172,-4.659041881561279,-4.671726703643799,-4.6740007400512695,-4.505183696746826,-4.683602809906006,-4.852077484130859,-4.691789150238037,-4.676307201385498,-4.670759677886963,-4.6964030265808105,-4.688667297363281,-4.6504011154174805,-4.642102241516113,-4.6494646072387695,-4.620068550109863,-4.613910675048828,-4.614212989807129,-4.756295204162598,-4.607854843139648,-4.556649208068848,-4.525179386138916,-4.568498611450195,-4.771328926086426,-4.426279067993164,-4.441150188446045,-4.332174301147461,-4.349139213562012,-4.392668724060059,-4.3209710121154785,-4.223649978637695,-4.2012104988098145,-4.256804466247559,-4.085049152374268,-3.9942612648010254,-4.003787994384766,-3.8319859504699707,-3.843287229537964,-4.006587982177734,-3.6638076305389404,-3.6765079498291016,-3.5828890800476074,-3.858088970184326,-3.5520143508911133
2023-08-03 18:47:32+00:00,,,,,-10.652437210083008,-7.983429908752441,-7.396224498748779,-6.71342658996582,-6.195327281951904,-6.159848690032959,-5.907090187072754,-5.778432846069336,-5.734548091888428,-5.558826446533203,-5.498680591583252,-5.476955413818359,-5.43619441986084,-5.405762195587158,-5.403403282165527,-5.425943374633789,-5.540546894073486,-5.56807804107666,-5.524046897888184,-5.537168979644775,-5.530758380889893,-5.457029342651367,-5.407944202423096,-5.240610599517822,-5.1779398918151855,-5.138114929199219,-5.207600116729736,-5.0426106452941895,-5.034759521484375,-4.965306282043457,-5.001854419708252,-4.92053747177124,-4.969686031341553,-4.897711277008057,-4.850518226623535,-5.0101518630981445,-4.965014934539795,-4.822725296020508,-4.785490036010742,-4.7272186279296875,-4.7142109870910645,-4.536449432373047,-4.684655666351318,-4.664653778076172,-4.627696514129639,-4.646227836608887,-4.639666557312012,-4.663633823394775,-4.713446617126465,-4.731417179107666,-4.713773250579834,-4.717130661010742,-4.53743839263916,-4.729827880859375,-4.841848373413086,-4.693538188934326,-4.628014087677002,-4.717257499694824,-4.60154390335083,-4.725471496582031,-4.615047931671143,-4.7060747146606445,-4.710531711578369,-4.7441792488098145,-4.748658180236816,-4.727757453918457,-4.699689865112305,-4.699989318847656,-4.736071586608887,-4.696654796600342,-4.743488788604736,-4.703124046325684,-4.55022668838501,-4.665277004241943,-4.671063423156738,-4.69616174697876,-4.510078430175781,-4.541852951049805,-4.563756942749023,-4.433346748352051,-4.575013637542725,-4.437264919281006,-4.477025985717773,-4.40250825881958,-4.306208610534668,-4.339323043823242,-4.349771499633789,-4.081112384796143,-4.00449800491333,-4.172972679138184,-4.107214450836182,-3.9772074222564697,-4.011325359344482,-3.9339094161987305,-3.7969167232513428,-3.763477087020874,-3.747765302658081,-3.5665359497070312
2023-08-03 19:17:32+00:00,,,,,-10.556676864624023,-7.88328742980957,-7.270682334899902,-6.588547706604004,-6.071153163909912,-6.053077220916748,-5.779085159301758,-5.645957946777344,-5.630814075469971,-5.455090522766113,-5.386326789855957,-5.312015533447266,-5.332717418670654,-5.259326457977295,-5.365840911865234,-5.398364067077637,-5.492514133453369,-5.498832702636719,-5.438482761383057,-5.457029342651367,-5.451180458068848,-5.339160919189453,-5.3249735832214355,-5.173839092254639,-5.1074748039245605,-5.1028947830200195,-5.000077724456787,-5.011115550994873,-5.011476039886475,-4.942206382751465,-4.907116889953613,-4.900053024291992,-4.95084810256958,-4.867844104766846,-4.8495917320251465,-4.777426719665527,-4.717843055725098,-4.815065860748291,-4.737795829772949,-4.872830390930176,-4.662084102630615,-4.722725868225098,-4.518533706665039,-4.651172637939453,-4.661370277404785,-4.677277088165283,-4.693188667297363,-4.729069232940674,-4.692915916442871,-4.715102672576904,-4.714656352996826,-4.683589935302734,-4.58296537399292,-4.718475818634033,-4.6148810386657715,-4.685573101043701,-4.684325695037842,-4.681020736694336,-4.762516975402832,-4.689715385437012,-4.7644829750061035,-4.702083110809326,-4.708737850189209,-4.708368301391602,-4.721063137054443,-4.634614944458008,-4.645930290222168,-4.668849945068359,-4.667714595794678,-4.606891632080078,-4.575026035308838,-4.630964756011963,-4.783340930938721,-4.6267499923706055,-4.585049629211426,-4.531468391418457,-4.701581001281738,-4.644155979156494,-4.473708152770996,-4.341257572174072,-4.204873085021973,-4.41731071472168,-4.4474196434021,-4.373547077178955,-4.294578552246094,-4.3364105224609375,-4.306750774383545,-4.189686298370361,-4.005953311920166,-4.168601989746094,-3.9948902130126953,-3.968815803527832,-3.8583195209503174,-3.6600944995880127,-3.870614767074585,-3.768122434616089,-3.681457996368408,-3.5470879077911377
2023-08-03 19:47:32+00:00,,,,,-10.695134162902832,-7.9467573165893555,-7.3243184089660645,-6.604595184326172,-6.088011264801025,-6.05719518661499,-5.828938961029053,-5.706277370452881,-5.699434280395508,-5.509792327880859,-5.403324604034424,-5.449117660522461,-5.401012420654297,-5.293088912963867,-5.401639461517334,-5.409333229064941,-5.511353492736816,-5.520233631134033,-5.5214056968688965,-5.468014240264893,-5.473441123962402,-5.374828815460205,-5.342590808868408,-5.183063983917236,-5.1166181564331055,-5.104014873504639,-4.987555027008057,-5.004492282867432,-5.030894756317139,-4.96378231048584,-5.022122859954834,-4.922426700592041,-5.032986164093018,-4.907248020172119,-4.863244533538818,-4.704920291900635,-4.722530841827393,-4.783312797546387,-4.709269046783447,-5.043741703033447,-4.731373310089111,-4.781854152679443,-4.595025539398193,-4.685423851013184,-4.650918960571289,-4.642243385314941,-4.552816867828369,-4.587497234344482,-4.667877197265625,-4.683680534362793,-4.6657819747924805,-4.659856796264648,-4.906930923461914,-4.6940717697143555,-4.56477165222168,-4.690890312194824,-4.920226097106934,-4.7261176109313965,-4.806310653686523,-4.7581400871276855,-4.768871784210205,-4.609281539916992,-4.734879970550537,-4.737217903137207,-4.741832256317139,-4.774333477020264,-4.7064127922058105,-4.711423873901367,-4.70114803314209,-4.691887378692627,-4.6191911697387695,-4.672878265380859,-4.4538116455078125,-4.67383337020874,-4.6148505210876465,-4.701704025268555,-4.595020294189453,-4.511014461517334,-4.594865798950195,-4.424490928649902,-4.359066486358643,-4.482964515686035,-4.422418117523193,-4.360349178314209,-4.331202030181885,-4.289501667022705,-4.200315475463867,-4.232799053192139,-3.9256951808929443,-4.175594329833984,-3.9240217208862305,-3.884563684463501,-3.985583782196045,-3.726030111312866,-3.749854326248169,-3.7921886444091797,-3.57254958152771,-3.6484110355377197
2023-08-03 20:17:32+00:00,,,,,-10.718537330627441,-7.933544635772705,-7.269838809967041,-6.550970077514648,-6.085826396942139,-6.078324317932129,-5.811587810516357,-5.679322242736816,-5.658365726470947,-5.488387584686279,-5.407658576965332,-5.434528350830078,-5.343916893005371,-5.228811264038086,-5.414972305297852,-5.349767684936523,-5.4677815437316895,-5.478819847106934,-5.408601760864258,-5.415226936340332,-5.425110816955566,-5.344636917114258,-5.310042381286621,-5.159181594848633,-5.105527400970459,-5.082988262176514,-4.948866367340088,-5.019467830657959,-5.0279083251953125,-4.947978496551514,-4.8145575523376465,-4.906665802001953,-4.968123435974121,-4.888894081115723,-4.844161510467529,-4.298921585083008,-4.878653526306152,-4.771923065185547,-4.741263389587402,-4.809938907623291,-4.716326713562012,-4.7114338874816895,-4.733438491821289,-4.65825891494751,-4.700461387634277,-4.687426567077637,-4.65649938583374,-4.7086286544799805,-4.732016563415527,-4.781011581420898,-4.754913330078125,-4.764615058898926,-4.529217720031738,-4.73207950592041,-4.892287731170654,-4.724900722503662,-4.789041042327881,-4.697432518005371,-5.04163122177124,-4.715346336364746,-4.6964192390441895,-4.641989707946777,-4.718347549438477,-4.72583532333374,-4.722202777862549,-4.648656845092773,-4.683040618896484,-4.707187175750732,-4.684292793273926,-4.676419258117676,-4.8067169189453125,-4.667577743530273,-4.739116668701172,-4.691147804260254,-4.625113010406494,-4.678384304046631,-4.648770809173584,-4.540215492248535,-4.548103332519531,-4.574906349182129,-4.6112060546875,-4.539070129394531,-4.473384380340576,-4.431705474853516,-4.33056640625,-4.387078285217285,-4.286747455596924,-4.170140266418457,-4.224353313446045,-4.185561180114746,-4.038852214813232,-3.9917280673980713,-3.936863899230957,-3.775402545928955,-3.791347026824951,-3.739356517791748,-3.6240503787994385,-3.546874523162842
