z6-21507,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 7,Port 7,Port 8,Port 8
Records: 772,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,Battery,Battery,Barometer,Barometer
Timestamp,W/m² Solar Radiation,mm Precipitation, Lightning Activity,km Lightning Distance,° Wind Direction,m/s Wind Speed,m/s Gust Speed,°C Air Temperature,RH Relative Humidity,kPa Atmospheric Pressure,° X-axis Level,° Y-axis Level,mm/h Max Precip Rate,°C RH Sensor Temp,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,°C Logger Temperature
26/07/2024 10:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8352,94.33,7.7
26/07/2024 11:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8349,94.33,7.8
26/07/2024 11:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8352,94.34,7.9
26/07/2024 12:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8349,94.35,7.9
26/07/2024 12:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8348,94.33,7.9
26/07/2024 13:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8346,94.33,8.0
26/07/2024 13:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8346,94.31,8.1
26/07/2024 14:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8346,94.28,8.4
26/07/2024 14:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8344,94.27,8.8
26/07/2024 15:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8346,94.25,9.5
26/07/2024 15:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8346,94.24,10.2
26/07/2024 16:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8345,94.23,11.1
26/07/2024 16:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8342,94.22,12.4
26/07/2024 17:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8343,95.25,13.4
26/07/2024 17:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8340,99.95,13.5
26/07/2024 18:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8340,99.93,13.3
26/07/2024 18:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8338,99.90,13.2
26/07/2024 19:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8335,99.87,13.0
26/07/2024 19:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8334,99.83,13.2
26/07/2024 20:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8334,99.84,13.8
26/07/2024 20:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8330,99.83,14.0
26/07/2024 21:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8331,99.81,13.6
26/07/2024 21:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8328,99.80,13.2
26/07/2024 22:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8327,99.79,12.9
26/07/2024 22:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8324,99.79,12.5
26/07/2024 23:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8323,99.80,12.1
26/07/2024 23:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8321,99.80,11.4
27/07/2024 00:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8320,99.81,10.8
27/07/2024 00:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8245,99.81,10.4
27/07/2024 01:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8271,99.79,10.0
27/07/2024 01:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8275,99.77,9.1
27/07/2024 02:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8273,99.76,8.4
27/07/2024 02:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8275,99.75,7.8
27/07/2024 03:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8275,99.75,7.2
27/07/2024 03:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8274,99.74,6.8
27/07/2024 04:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8274,99.74,6.4
27/07/2024 04:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8270,99.76,6.0
27/07/2024 05:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8272,99.75,5.7
27/07/2024 05:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8273,99.75,5.6
27/07/2024 06:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8274,99.74,5.4
27/07/2024 06:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8271,99.75,5.2
27/07/2024 07:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8272,99.76,5.1
27/07/2024 07:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8271,99.76,4.9
27/07/2024 08:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8269,99.76,4.6
27/07/2024 08:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8268,99.76,4.4
27/07/2024 09:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8270,99.75,4.1
27/07/2024 09:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8267,99.72,3.9
27/07/2024 10:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8265,99.71,3.6
27/07/2024 10:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8266,99.69,3.6
27/07/2024 11:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8267,99.66,3.5
27/07/2024 11:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8267,99.63,3.6
27/07/2024 12:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8264,99.60,3.6
27/07/2024 12:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8266,99.59,3.6
27/07/2024 13:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8264,99.56,3.5
27/07/2024 13:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8265,99.52,3.4
27/07/2024 14:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8265,99.49,3.3
27/07/2024 14:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8263,99.45,3.5
27/07/2024 15:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8266,99.42,3.8
27/07/2024 15:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8266,99.40,4.3
27/07/2024 16:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8264,99.40,4.8
27/07/2024 16:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8264,99.38,5.0
27/07/2024 17:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8263,99.38,5.3
27/07/2024 17:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8267,99.39,5.8
27/07/2024 18:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8264,99.40,6.2
27/07/2024 18:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8266,99.42,6.6
27/07/2024 19:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8264,99.44,6.9
27/07/2024 19:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8265,99.47,7.1
27/07/2024 20:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8265,99.45,7.0
27/07/2024 20:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8263,99.44,7.1
27/07/2024 21:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8266,99.44,7.3
27/07/2024 21:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8265,99.44,7.5
27/07/2024 22:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8263,99.43,7.9
27/07/2024 22:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8263,99.45,8.0
27/07/2024 23:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8263,99.44,8.0
27/07/2024 23:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8263,99.45,7.9
28/07/2024 00:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8263,99.44,7.7
28/07/2024 00:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8239,99.44,7.8
28/07/2024 01:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8245,99.46,7.5
28/07/2024 01:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8229,99.47,7.6
28/07/2024 02:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.47,7.3
28/07/2024 02:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.47,7.1
28/07/2024 03:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.47,6.8
28/07/2024 03:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.48,6.6
28/07/2024 04:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8234,99.49,6.5
28/07/2024 04:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.49,6.4
28/07/2024 05:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.49,6.3
28/07/2024 05:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8231,99.49,6.2
28/07/2024 06:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8234,99.49,6.1
28/07/2024 06:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.50,6.1
28/07/2024 07:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8235,99.51,6.0
28/07/2024 07:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8231,99.52,6.0
28/07/2024 08:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.53,5.9
28/07/2024 08:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.54,6.0
28/07/2024 09:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.55,6.0
28/07/2024 09:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8231,99.55,6.0
28/07/2024 10:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.57,6.2
28/07/2024 10:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8235,99.59,6.4
28/07/2024 11:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.61,6.7
28/07/2024 11:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8233,99.61,7.0
28/07/2024 12:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8234,99.63,7.3
28/07/2024 12:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8233,99.65,7.5
28/07/2024 13:00,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8234,99.64,7.8
28/07/2024 13:30,0.0,0.000,0,0,0,0.00,0.00,0.0,0.000,0.00,0.0,0.0,0.0,0.0,100,8232,99.66,9.2
